ID,income_segment,age_segment
9880104,"Medium Income",Adult
10090769,"Medium Income",Senior
951890,"Low Income",Adult
9894838,"Low Income",Senior
12997224,"High Income",Senior
14559242,"Medium Income",Senior
4388369,"High Income",Adult
14775684,"High Income",Senior
229668,"Low Income",Adult
7788427,"High Income",Adult
12684575,"Low Income",Senior
7968547,"High Income",Senior
11679795,"High Income",Senior
77174,"Medium Income",Senior
13870544,"Medium Income",Senior
12223687,"Low Income",Adult
3873452,"Medium Income",Adult
2998533,"High Income",Adult
5337459,"Medium Income",Senior
13262297,"Medium Income",Adult
10291142,"Medium Income",Senior
133072,"High Income",Senior
10719243,"Medium Income",Adult
4244035,"Low Income",Adult
1479516,"Low Income",Senior
13291100,"Medium Income",Senior
1180040,"High Income",Senior
843731,"Low Income",Adult
4111451,"Medium Income",Senior
3585941,"High Income",Adult
5975548,"Low Income",Adult
10040520,"Medium Income",Senior
8395444,"Medium Income",Senior
12427862,"Low Income",Senior
4113900,"Low Income",Adult
2211869,"High Income",Adult
2335245,"Medium Income",Senior
7392041,"Medium Income",Senior
16585204,"Low Income",Senior
4928913,"Medium Income",Senior
2983110,"Low Income",Senior
12224514,"Medium Income",Adult
1496847,"Low Income",Senior
2534990,"Low Income",Senior
3204772,"High Income",Senior
682042,"Medium Income",Adult
8462513,"Medium Income",Senior
2313752,"Medium Income",Adult
11319756,"Medium Income",Adult
5692596,"High Income",Adult
4184762,"High Income",Senior
9651717,"High Income",Senior
16052717,"High Income",Adult
5493635,"Medium Income",Adult
5966631,"Low Income",Adult
11363541,"Medium Income",Senior
8990114,"High Income",Senior
2556544,"Low Income",Adult
1481591,"Low Income",Adult
16539101,"Low Income",Senior
11448540,"Medium Income",Senior
5590216,"Medium Income",Adult
12511293,"Medium Income",Adult
3917441,"High Income",Senior
7988486,"High Income",Senior
2332658,"Low Income",Senior
9051939,"Medium Income",Adult
2496415,"Medium Income",Adult
10078756,"High Income",Adult
6922276,"Low Income",Adult
12674957,"High Income",Adult
1583090,"Medium Income",Senior
13092192,"High Income",Adult
16601368,"High Income",Senior
7429102,"Medium Income",Adult
14036344,"High Income",Adult
5976307,"High Income",Senior
16480813,"High Income",Senior
7909922,"Low Income",Adult
10542945,"Medium Income",Adult
12356146,"Medium Income",Senior
8787944,"Medium Income",Adult
8722494,"High Income",Senior
12498999,"Medium Income",Senior
8137588,"Medium Income",Senior
11709618,"Medium Income",Senior
12077324,"Medium Income",Senior
5659408,"Low Income",Adult
15151853,"Low Income",Adult
3151232,"Medium Income",Senior
9282337,"Low Income",Adult
14529977,"Medium Income",Adult
16765337,"High Income",Adult
13646350,"Medium Income",Adult
4528355,"High Income",Senior
5303317,"High Income",Adult
5657634,"Low Income",Senior
385223,"Medium Income",Senior
11065336,"Medium Income",Adult
9129679,"Medium Income",Senior
9930940,"Low Income",Senior
15519570,"Low Income",Senior
2557280,"Medium Income",Senior
13443664,"High Income",Senior
11553125,"Low Income",Adult
15706613,"High Income",Senior
4611327,"Medium Income",Senior
15462583,"Medium Income",Senior
1336501,"Medium Income",Adult
8079029,"High Income",Adult
6925553,"High Income",Senior
6158319,"High Income",Senior
14875080,"Medium Income",Senior
4877508,"Medium Income",Adult
15950125,"Low Income",Adult
11821104,"Low Income",Senior
15497325,"Low Income",Senior
11332242,"High Income",Adult
16523133,"High Income",Adult
11459700,"Medium Income",Senior
10889798,"Medium Income",Adult
12584808,"Low Income",Adult
12336224,"High Income",Senior
5784805,"Low Income",Adult
13455024,"Medium Income",Senior
7539808,"Medium Income",Adult
11506171,"Medium Income",Senior
7381861,"High Income",Adult
1470341,"Low Income",Senior
9528421,"High Income",Adult
6029034,"High Income",Senior
15568538,"Low Income",Adult
5596633,"Low Income",Adult
12443714,"High Income",Senior
2937118,"Medium Income",Adult
9253046,"Medium Income",Senior
9800322,"Medium Income",Senior
10761437,"High Income",Adult
16697799,"High Income",Senior
8647157,"Medium Income",Adult
12439028,"Low Income",Senior
10360344,"Medium Income",Adult
9347654,"High Income",Adult
16032421,"Medium Income",Adult
9775313,"Medium Income",Adult
7207649,"High Income",Senior
15096738,"High Income",Adult
11656711,"High Income",Adult
10345209,"High Income",Senior
13971039,"Low Income",Adult
13485828,"High Income",Senior
12673675,"Low Income",Adult
11302738,"High Income",Senior
6702132,"High Income",Senior
11744462,"High Income",Senior
15085175,"Medium Income",Senior
13041039,"Low Income",Senior
11843110,"Low Income",Adult
15274578,"High Income",Senior
10152668,"Medium Income",Adult
10382061,"Medium Income",Senior
154367,"Medium Income",Senior
795489,"Low Income",Senior
14901352,"Medium Income",Senior
12986745,"Medium Income",Senior
15491613,"High Income",Senior
4114641,"Medium Income",Senior
5627398,"Medium Income",Adult
10625604,"High Income",Adult
5362682,"Medium Income",Adult
1301120,"High Income",Senior
14366122,"Medium Income",Adult
8339409,"Low Income",Adult
1372084,"Medium Income",Senior
11322651,"Medium Income",Adult
12436975,"Medium Income",Senior
4498886,"High Income",Senior
1517131,"High Income",Senior
4993897,"High Income",Senior
4517833,"High Income",Senior
1363781,"Medium Income",Adult
8205274,"Medium Income",Senior
12973211,"High Income",Senior
15751135,"High Income",Adult
15059273,"Medium Income",Senior
1180118,"High Income",Senior
3580579,"Low Income",Adult
575957,"High Income",Senior
7157802,"High Income",Adult
16271938,"Medium Income",Senior
9336443,"Low Income",Senior
15094998,"High Income",Adult
3569440,"Low Income",Senior
13999322,"Medium Income",Senior
1457277,"Low Income",Adult
15780700,"Medium Income",Senior
7155104,"Medium Income",Senior
16630328,"Medium Income",Senior
14638634,"Medium Income",Senior
15565728,"High Income",Senior
13826975,"Medium Income",Senior
4554738,"Medium Income",Adult
13590758,"Medium Income",Senior
7324878,"Medium Income",Senior
5646350,"High Income",Senior
5628154,"High Income",Senior
6921489,"Low Income",Senior
4823433,"Low Income",Senior
10871386,"Low Income",Senior
9796509,"Medium Income",Senior
7087629,"Low Income",Senior
4084141,"Low Income",Senior
12277413,"Medium Income",Senior
1280305,"Low Income",Senior
12366901,"Medium Income",Adult
8371202,"Medium Income",Senior
5986901,"Medium Income",Senior
4188534,"Medium Income",Senior
9205035,"Medium Income",Senior
462740,"Low Income",Adult
817929,"High Income",Adult
3454887,"Low Income",Senior
12661387,"High Income",Senior
9757406,"Medium Income",Senior
11643410,"Low Income",Senior
4633459,"Medium Income",Adult
13131865,"High Income",Senior
4199830,"Low Income",Senior
8145589,"Low Income",Adult
6972999,"Medium Income",Senior
1151700,"Medium Income",Senior
15091784,"Medium Income",Senior
2626852,"Medium Income",Adult
12012883,"Low Income",Senior
783599,"Low Income",Adult
11637290,"Medium Income",Senior
5739743,"Medium Income",Senior
2484596,"High Income",Senior
13688638,"High Income",Adult
8132288,"Medium Income",Adult
825443,"High Income",Senior
13883556,"High Income",Senior
10336584,"High Income",Senior
3836259,"Medium Income",Adult
3153311,"High Income",Adult
504259,"High Income",Adult
5894262,"High Income",Senior
1712764,"Medium Income",Adult
10085629,"Low Income",Senior
12277491,"Low Income",Senior
2855007,"Low Income",Adult
8244335,"Medium Income",Senior
5683412,"High Income",Adult
7567008,"Low Income",Adult
6398260,"High Income",Senior
6574184,"Medium Income",Senior
1021420,"Medium Income",Senior
15321356,"Low Income",Senior
10884985,"Low Income",Adult
9939635,"High Income",Adult
4287831,"Medium Income",Senior
5629024,"Low Income",Adult
7797231,"Medium Income",Senior
3407241,"Medium Income",Senior
5402594,"High Income",Senior
11581587,"High Income",Senior
14123184,"High Income",Adult
10862426,"Medium Income",Senior
8384005,"Medium Income",Senior
1434718,"Medium Income",Senior
11141857,"Medium Income",Senior
6357455,"Low Income",Senior
9381361,"High Income",Senior
12924991,"High Income",Adult
13895564,"Medium Income",Adult
8868106,"Low Income",Senior
6473385,"High Income",Adult
12600338,"High Income",Senior
5185882,"Low Income",Senior
8532221,"Medium Income",Senior
13334200,"Medium Income",Senior
9526670,"Low Income",Senior
16017090,"High Income",Senior
14977664,"Medium Income",Adult
14330347,"Medium Income",Senior
4593503,"Medium Income",Adult
7580179,"Low Income",Senior
5493811,"Medium Income",Adult
8507899,"Low Income",Senior
12583700,"Low Income",Adult
8460513,"Low Income",Senior
3209725,"High Income",Adult
4011815,"Medium Income",Adult
7875229,"High Income",Adult
13194716,"Medium Income",Senior
12089712,"Low Income",Senior
10259733,"Low Income",Adult
2715555,"Low Income",Senior
6024603,"Low Income",Senior
4029479,"High Income",Senior
2893349,"Medium Income",Senior
10330554,"High Income",Senior
8474049,"Low Income",Senior
1052481,"High Income",Adult
644962,"Medium Income",Senior
5989030,"Medium Income",Adult
4503442,"High Income",Senior
4301505,"High Income",Senior
9314230,"Medium Income",Senior
14561159,"Medium Income",Senior
16645492,"Low Income",Senior
1377406,"Medium Income",Adult
2565128,"High Income",Adult
29371,"Low Income",Senior
7147288,"High Income",Adult
5408918,"High Income",Adult
7315898,"Medium Income",Adult
15644297,"High Income",Senior
362592,"Low Income",Senior
6537266,"Low Income",Adult
346186,"Medium Income",Adult
14108347,"High Income",Senior
11236786,"Medium Income",Senior
7105754,"Low Income",Senior
1487035,"Medium Income",Senior
748426,"High Income",Adult
3205186,"Medium Income",Adult
9020865,"Low Income",Senior
8362969,"Low Income",Adult
10325972,"Medium Income",Senior
8243092,"Medium Income",Adult
12042797,"Low Income",Senior
9939203,"Medium Income",Adult
11972134,"High Income",Adult
16239480,"Medium Income",Senior
4879824,"Medium Income",Senior
14280376,"Low Income",Adult
12441579,"High Income",Adult
16368729,"High Income",Senior
16201962,"Medium Income",Adult
14038714,"Medium Income",Senior
8878660,"Low Income",Senior
13728806,"Medium Income",Adult
13465203,"Low Income",Senior
11958154,"High Income",Senior
12868150,"Medium Income",Adult
16388547,"High Income",Adult
10916496,"Low Income",Adult
16486968,"Medium Income",Adult
5655654,"Low Income",Adult
9873100,"High Income",Senior
15725535,"Low Income",Adult
4898367,"Medium Income",Adult
7234581,"Low Income",Adult
5105789,"High Income",Senior
8280031,"Medium Income",Adult
9854043,"High Income",Senior
7916785,"Medium Income",Adult
4744559,"Low Income",Adult
381719,"High Income",Adult
14712012,"Medium Income",Senior
2299830,"High Income",Adult
7777934,"Medium Income",Senior
4529938,"Low Income",Senior
13397420,"Medium Income",Senior
12526705,"Low Income",Senior
5977024,"Low Income",Senior
4594511,"High Income",Senior
5836306,"Low Income",Adult
5903957,"High Income",Adult
4975528,"High Income",Senior
12630925,"Low Income",Senior
10687288,"Medium Income",Adult
14372403,"Low Income",Adult
16146136,"Medium Income",Adult
16748736,"Medium Income",Adult
11881273,"High Income",Adult
7744201,"High Income",Adult
10290155,"Low Income",Senior
918394,"High Income",Adult
825533,"Medium Income",Adult
10191741,"Medium Income",Adult
4892430,"High Income",Adult
12306436,"Low Income",Senior
16154835,"High Income",Adult
9555424,"High Income",Senior
9847473,"High Income",Senior
7558222,"Low Income",Senior
4052860,"Medium Income",Senior
14929313,"Low Income",Senior
30064,"Low Income",Senior
1299550,"Medium Income",Senior
10577571,"Medium Income",Adult
5303060,"High Income",Senior
6816348,"High Income",Senior
8227682,"Medium Income",Senior
11596309,"High Income",Senior
2342027,"Low Income",Senior
14190109,"Medium Income",Senior
12377870,"Medium Income",Senior
5939422,"High Income",Senior
8377696,"Low Income",Adult
11605061,"Low Income",Senior
10932179,"High Income",Adult
5764207,"Low Income",Adult
3976730,"Medium Income",Senior
500738,"Medium Income",Adult
9100291,"Medium Income",Senior
14924364,"High Income",Adult
10388164,"Low Income",Senior
12770050,"High Income",Senior
7185630,"Low Income",Senior
10105058,"Medium Income",Adult
14429639,"High Income",Senior
764712,"Medium Income",Senior
6949370,"High Income",Senior
9600261,"Low Income",Adult
7297688,"Low Income",Adult
1794805,"Low Income",Senior
9089644,"Medium Income",Adult
15777308,"Medium Income",Adult
6978920,"Medium Income",Adult
14364888,"Low Income",Senior
4856277,"High Income",Adult
5329743,"Medium Income",Senior
687479,"Medium Income",Adult
3364284,"Medium Income",Adult
14323043,"Medium Income",Adult
9217818,"Medium Income",Senior
8581062,"Medium Income",Senior
1737353,"Medium Income",Senior
5370989,"High Income",Senior
8426835,"Low Income",Adult
14935317,"Low Income",Adult
4870345,"High Income",Adult
6007311,"Medium Income",Adult
3804713,"High Income",Senior
14829944,"High Income",Senior
3014109,"High Income",Adult
16368136,"Low Income",Senior
2074038,"High Income",Senior
12127503,"Low Income",Adult
3156554,"Low Income",Senior
12007214,"Low Income",Adult
9563613,"Medium Income",Adult
6015721,"High Income",Senior
6771624,"Medium Income",Adult
9311069,"High Income",Senior
3449935,"Medium Income",Senior
883800,"Low Income",Adult
3970531,"Medium Income",Adult
1497280,"Medium Income",Adult
12135117,"High Income",Adult
4037479,"Low Income",Senior
9561982,"High Income",Adult
13710962,"High Income",Adult
4485248,"Medium Income",Adult
5577533,"High Income",Adult
3641722,"High Income",Adult
10284339,"High Income",Senior
1037733,"Low Income",Senior
16770416,"Medium Income",Senior
4474133,"Medium Income",Adult
2099891,"Low Income",Adult
3795844,"High Income",Adult
3359217,"Medium Income",Senior
154870,"Medium Income",Senior
2166336,"High Income",Senior
5047056,"Medium Income",Senior
9118262,"Low Income",Adult
15226850,"Medium Income",Adult
15841279,"Low Income",Senior
10871236,"Medium Income",Senior
8637302,"High Income",Adult
10516923,"High Income",Senior
3003280,"Low Income",Adult
12205639,"High Income",Adult
1320368,"Low Income",Senior
525916,"Medium Income",Adult
14828768,"Medium Income",Adult
3146243,"High Income",Senior
8799144,"Medium Income",Senior
14686375,"Medium Income",Senior
16328446,"High Income",Senior
233606,"High Income",Adult
13801524,"Medium Income",Adult
5137350,"High Income",Adult
16645728,"Low Income",Adult
4674459,"Medium Income",Adult
2150214,"Medium Income",Senior
15142149,"High Income",Adult
3495723,"Low Income",Senior
4495950,"Low Income",Adult
12695169,"Medium Income",Senior
2391857,"High Income",Senior
14020320,"High Income",Adult
2368297,"High Income",Adult
2606329,"Medium Income",Senior
11577208,"Low Income",Adult
8714857,"Medium Income",Senior
8359980,"High Income",Adult
1322288,"Low Income",Adult
16519632,"High Income",Adult
8309451,"Medium Income",Senior
12508076,"Medium Income",Senior
14276512,"High Income",Senior
3453215,"Medium Income",Senior
15240851,"Low Income",Senior
4097384,"Medium Income",Adult
5276438,"Medium Income",Senior
11070117,"High Income",Senior
886027,"Low Income",Senior
10785823,"High Income",Senior
13793737,"High Income",Senior
15327012,"Medium Income",Senior
8971653,"Low Income",Adult
14888032,"Low Income",Adult
9650480,"Medium Income",Senior
4096167,"Low Income",Adult
11761573,"Low Income",Adult
11669666,"High Income",Senior
4213612,"Low Income",Senior
7680552,"High Income",Senior
7356297,"Low Income",Adult
12397798,"High Income",Adult
14141120,"High Income",Senior
12563871,"High Income",Adult
14965841,"High Income",Senior
15739098,"Low Income",Adult
13206288,"Medium Income",Senior
9623190,"High Income",Senior
3853175,"Medium Income",Adult
2005415,"High Income",Senior
9331069,"High Income",Senior
7988468,"High Income",Adult
13719589,"Low Income",Adult
9945519,"High Income",Adult
6921050,"Medium Income",Senior
564734,"High Income",Senior
8185360,"Medium Income",Senior
2609149,"Medium Income",Senior
11724889,"Medium Income",Adult
5836062,"High Income",Adult
7737337,"High Income",Adult
4030543,"Low Income",Adult
13724220,"High Income",Senior
11164495,"High Income",Senior
8127658,"Low Income",Adult
12118923,"High Income",Senior
10660607,"High Income",Senior
15443475,"Medium Income",Adult
3260331,"Medium Income",Senior
6669025,"Medium Income",Adult
9613777,"High Income",Adult
8080560,"Low Income",Senior
16133534,"Medium Income",Senior
8635253,"High Income",Adult
4484263,"Medium Income",Senior
10208076,"Low Income",Adult
8548246,"Medium Income",Senior
9943623,"High Income",Senior
2619469,"Medium Income",Adult
11480758,"High Income",Adult
8932152,"Medium Income",Senior
12364676,"High Income",Adult
15801536,"Medium Income",Senior
10168631,"High Income",Senior
5455260,"High Income",Senior
2184045,"High Income",Adult
7532921,"Medium Income",Adult
10900344,"Medium Income",Senior
10908509,"Medium Income",Senior
2282643,"Medium Income",Adult
9703085,"Medium Income",Senior
6820694,"Low Income",Senior
13292407,"Medium Income",Adult
2357153,"High Income",Senior
12027775,"Medium Income",Senior
14492986,"Medium Income",Senior
5991741,"Low Income",Senior
12255815,"Medium Income",Senior
1183873,"Low Income",Adult
13301097,"High Income",Senior
16569603,"Low Income",Senior
10555035,"Low Income",Senior
2188848,"Low Income",Senior
1365058,"Medium Income",Senior
932047,"High Income",Senior
10811596,"Medium Income",Senior
2712506,"Low Income",Adult
1475453,"Medium Income",Senior
4769874,"Low Income",Senior
9159108,"Low Income",Adult
3848113,"Medium Income",Adult
5468323,"Medium Income",Senior
14639291,"High Income",Adult
3883305,"High Income",Senior
5884661,"High Income",Senior
13415602,"Medium Income",Adult
9498285,"Medium Income",Senior
8727267,"Low Income",Adult
509280,"Low Income",Senior
12716513,"Low Income",Senior
12824714,"High Income",Adult
4521578,"High Income",Senior
497038,"High Income",Adult
15495743,"Medium Income",Senior
11064091,"Low Income",Senior
9607495,"Low Income",Adult
4739458,"High Income",Senior
7061179,"Medium Income",Adult
13966956,"High Income",Senior
10425608,"Low Income",Adult
3143655,"High Income",Senior
14447362,"Medium Income",Senior
14379213,"Medium Income",Senior
13122759,"High Income",Adult
12128254,"Medium Income",Senior
4585031,"High Income",Senior
4246747,"High Income",Senior
5073815,"High Income",Senior
3854100,"Medium Income",Senior
9141172,"High Income",Senior
11423620,"Medium Income",Senior
15465898,"Medium Income",Adult
15818971,"Medium Income",Adult
6986548,"High Income",Senior
13790492,"High Income",Senior
5713192,"Low Income",Adult
4810375,"Medium Income",Senior
1461826,"High Income",Adult
8387597,"Low Income",Senior
10894269,"Low Income",Senior
13786774,"High Income",Senior
10796105,"Medium Income",Adult
6557897,"High Income",Adult
11990520,"Low Income",Senior
8440134,"Low Income",Senior
12562563,"Low Income",Adult
15055516,"High Income",Senior
11521431,"High Income",Adult
4717290,"Low Income",Adult
13673348,"High Income",Senior
10573625,"Medium Income",Senior
7828728,"High Income",Senior
4069419,"Medium Income",Senior
1910742,"Medium Income",Senior
9061158,"Medium Income",Adult
348727,"High Income",Senior
14893376,"Medium Income",Adult
16193401,"Low Income",Adult
13542104,"Medium Income",Senior
15540608,"High Income",Senior
7584622,"High Income",Adult
5235108,"High Income",Senior
16757472,"High Income",Adult
15978644,"Medium Income",Senior
5011282,"Medium Income",Senior
15138713,"High Income",Senior
9473884,"Medium Income",Adult
9168987,"Medium Income",Senior
12948762,"Medium Income",Adult
693510,"High Income",Adult
6024600,"High Income",Adult
14214421,"Low Income",Adult
8436869,"Medium Income",Senior
88593,"Low Income",Senior
7688312,"Low Income",Senior
11859631,"Medium Income",Senior
14473842,"Medium Income",Adult
10455953,"Low Income",Adult
7339492,"High Income",Senior
393935,"Medium Income",Senior
16289909,"High Income",Senior
7571956,"Medium Income",Senior
706167,"Low Income",Adult
3740895,"Medium Income",Senior
5569847,"Low Income",Senior
15119551,"High Income",Adult
6415703,"High Income",Senior
3085889,"Medium Income",Adult
513050,"High Income",Adult
16463780,"High Income",Adult
1945507,"High Income",Adult
16261834,"High Income",Adult
13307477,"Medium Income",Adult
16538128,"Low Income",Senior
2312,"Low Income",Senior
1587123,"High Income",Senior
11020830,"High Income",Senior
9943556,"Low Income",Senior
10502800,"High Income",Adult
12096648,"Low Income",Senior
4254831,"Medium Income",Senior
4495180,"High Income",Senior
12510494,"High Income",Senior
7478718,"Medium Income",Senior
11782179,"High Income",Senior
116639,"High Income",Adult
5868642,"Low Income",Senior
4138001,"High Income",Senior
6280852,"High Income",Adult
6727930,"Medium Income",Senior
12202847,"Low Income",Adult
9053131,"Low Income",Senior
10431093,"Low Income",Senior
13864976,"Low Income",Adult
6662173,"High Income",Senior
14928588,"Low Income",Senior
15809874,"High Income",Senior
1421094,"High Income",Senior
14698582,"Low Income",Adult
15602294,"Low Income",Adult
11161530,"High Income",Senior
5900605,"Low Income",Senior
4285965,"Low Income",Senior
3757080,"High Income",Adult
14433213,"Medium Income",Adult
9503028,"High Income",Adult
2243679,"Medium Income",Adult
13833991,"Medium Income",Senior
1325137,"High Income",Adult
2124911,"High Income",Senior
4513609,"Low Income",Adult
15893962,"Medium Income",Senior
2468239,"Medium Income",Adult
6659069,"Low Income",Senior
11422786,"High Income",Senior
9174983,"Low Income",Senior
11932308,"High Income",Adult
14802203,"Low Income",Adult
1651317,"Medium Income",Senior
7089511,"Medium Income",Senior
5195727,"Medium Income",Senior
9719227,"High Income",Adult
727302,"Medium Income",Senior
655275,"Medium Income",Adult
6394415,"Medium Income",Adult
12784493,"Low Income",Adult
629367,"Low Income",Senior
15555824,"Medium Income",Senior
10062232,"Low Income",Senior
15205282,"Low Income",Senior
5824037,"Medium Income",Adult
12626602,"Medium Income",Adult
4863338,"Medium Income",Adult
14605659,"High Income",Adult
4302142,"Medium Income",Senior
1891448,"Medium Income",Adult
10147565,"Low Income",Adult
5417409,"Low Income",Senior
4263902,"High Income",Senior
10860104,"Low Income",Senior
16271843,"Medium Income",Adult
13503190,"Low Income",Senior
1900632,"Medium Income",Senior
860124,"Medium Income",Senior
5921839,"Medium Income",Senior
12063125,"Medium Income",Senior
11756715,"High Income",Adult
15275035,"Medium Income",Adult
11666689,"Low Income",Senior
5865645,"Medium Income",Adult
11711578,"High Income",Senior
16614652,"High Income",Adult
16751084,"High Income",Adult
15272241,"High Income",Adult
11085452,"Low Income",Senior
3297263,"High Income",Adult
7438846,"Medium Income",Senior
2651728,"Medium Income",Senior
4582088,"High Income",Senior
3135921,"Medium Income",Senior
5768196,"Low Income",Adult
14608394,"Medium Income",Senior
11425665,"Low Income",Adult
15963521,"Medium Income",Senior
4713834,"High Income",Senior
1871530,"Medium Income",Senior
1442547,"Medium Income",Senior
3380101,"High Income",Senior
12311277,"Low Income",Senior
15577732,"High Income",Senior
2346369,"High Income",Adult
13097546,"High Income",Senior
13355897,"Low Income",Senior
9825727,"High Income",Adult
8193541,"Medium Income",Senior
4358229,"High Income",Adult
15478164,"Medium Income",Senior
1753296,"High Income",Adult
3884835,"Low Income",Adult
3807267,"Low Income",Senior
13314301,"Medium Income",Senior
1769246,"High Income",Senior
11832270,"High Income",Senior
6816921,"High Income",Adult
11519747,"High Income",Senior
15096668,"Medium Income",Senior
4103750,"Medium Income",Senior
532232,"Medium Income",Adult
3047349,"Medium Income",Senior
5895908,"Low Income",Adult
6450099,"Medium Income",Senior
7977280,"High Income",Senior
16366970,"Medium Income",Adult
9085544,"High Income",Adult
16238855,"High Income",Senior
6559093,"High Income",Adult
3853031,"Low Income",Senior
13654471,"Medium Income",Senior
7356183,"High Income",Senior
9416274,"Low Income",Adult
9102744,"High Income",Senior
9930965,"High Income",Adult
7315555,"Low Income",Adult
6643233,"Low Income",Adult
3613494,"High Income",Senior
15868189,"Medium Income",Senior
11367375,"High Income",Adult
5928465,"High Income",Senior
285587,"Medium Income",Senior
15150397,"High Income",Adult
5432155,"High Income",Senior
5194051,"Medium Income",Senior
5426878,"High Income",Senior
786195,"Low Income",Senior
5438671,"Low Income",Adult
4487013,"Low Income",Senior
15860676,"Medium Income",Senior
9192142,"High Income",Adult
6978027,"Medium Income",Senior
11285491,"Medium Income",Senior
13921626,"Medium Income",Senior
15257748,"Low Income",Senior
12890181,"Medium Income",Adult
16026979,"Medium Income",Senior
16740056,"Low Income",Adult
5861436,"High Income",Senior
5965005,"Medium Income",Adult
12747442,"Low Income",Adult
12962709,"High Income",Adult
13979887,"Low Income",Adult
3173354,"Low Income",Adult
3083613,"Low Income",Senior
14349161,"Medium Income",Adult
2169103,"High Income",Senior
3614655,"Medium Income",Senior
14077078,"Medium Income",Senior
16176041,"Low Income",Senior
5285412,"Low Income",Adult
1765723,"High Income",Senior
3280548,"High Income",Adult
13206688,"High Income",Adult
1688556,"Medium Income",Adult
1745774,"Medium Income",Senior
7211565,"Low Income",Senior
518198,"High Income",Adult
14020383,"Medium Income",Senior
9976557,"Medium Income",Senior
5907569,"Medium Income",Adult
5142700,"Medium Income",Adult
3657540,"Medium Income",Adult
5457529,"High Income",Senior
2053634,"Low Income",Senior
4140299,"Medium Income",Senior
16575095,"Low Income",Senior
11397943,"Low Income",Adult
6765296,"High Income",Senior
12992765,"High Income",Adult
11656817,"High Income",Senior
10357319,"High Income",Senior
14782300,"High Income",Adult
599827,"Medium Income",Senior
8138038,"High Income",Senior
9887085,"Medium Income",Senior
12471230,"Medium Income",Adult
6287158,"High Income",Senior
10709872,"High Income",Senior
8606988,"Medium Income",Adult
15506115,"High Income",Senior
9524182,"Medium Income",Senior
361066,"Medium Income",Senior
8400136,"Medium Income",Senior
14029043,"High Income",Senior
8221643,"Medium Income",Senior
10873109,"Low Income",Adult
3310884,"Medium Income",Senior
8602438,"Low Income",Adult
3530322,"Medium Income",Senior
12955118,"Medium Income",Senior
4302540,"Low Income",Senior
14590401,"High Income",Adult
13946747,"High Income",Adult
2827664,"High Income",Senior
10690788,"High Income",Senior
4329995,"Low Income",Adult
12932182,"Low Income",Adult
871739,"High Income",Senior
15334215,"Medium Income",Senior
15155986,"High Income",Senior
12506523,"Low Income",Adult
55013,"Low Income",Senior
546279,"High Income",Senior
15967122,"Medium Income",Senior
1101718,"Low Income",Senior
12730063,"High Income",Senior
6421908,"Medium Income",Senior
8358242,"Medium Income",Senior
11268652,"Medium Income",Senior
12007515,"Low Income",Senior
1845031,"Medium Income",Adult
4114438,"Low Income",Adult
16345256,"High Income",Adult
5417272,"Low Income",Senior
4045768,"Medium Income",Adult
8615124,"Low Income",Senior
493433,"High Income",Senior
6394696,"Low Income",Senior
3327942,"Medium Income",Senior
2587867,"High Income",Senior
7675849,"Low Income",Senior
7148874,"Medium Income",Senior
15503520,"High Income",Senior
6307112,"Medium Income",Adult
12859241,"High Income",Adult
9655242,"Medium Income",Adult
2097785,"High Income",Senior
12688021,"High Income",Senior
1963101,"Medium Income",Adult
4902538,"Medium Income",Senior
16774431,"High Income",Senior
9695657,"High Income",Senior
13953707,"Medium Income",Adult
12533130,"Low Income",Adult
16499573,"High Income",Adult
459209,"Medium Income",Adult
10631954,"High Income",Senior
335743,"High Income",Senior
12040658,"Medium Income",Senior
16474212,"Medium Income",Adult
141133,"Medium Income",Senior
15608937,"High Income",Senior
9094214,"Low Income",Adult
10584820,"High Income",Senior
1153626,"Low Income",Adult
6617309,"High Income",Senior
2223963,"Medium Income",Senior
14233506,"Medium Income",Adult
8540960,"High Income",Senior
14630778,"High Income",Adult
8274729,"High Income",Senior
1702702,"High Income",Senior
13070547,"Low Income",Adult
13556725,"Low Income",Adult
12389686,"Medium Income",Senior
14704678,"Medium Income",Senior
16329003,"Medium Income",Adult
1507818,"Medium Income",Adult
10042680,"Medium Income",Senior
16645885,"Medium Income",Senior
3652955,"Medium Income",Senior
16600837,"Medium Income",Adult
10692449,"Low Income",Senior
10389199,"Medium Income",Adult
4065531,"Low Income",Adult
11961165,"Medium Income",Adult
16201642,"Low Income",Senior
15343762,"Medium Income",Adult
3918640,"Low Income",Senior
11210611,"High Income",Adult
13613100,"High Income",Adult
6851814,"Medium Income",Senior
8962803,"High Income",Adult
9494993,"Medium Income",Adult
16173730,"Low Income",Senior
2291781,"Low Income",Adult
3977574,"Low Income",Senior
8541999,"Low Income",Adult
12213907,"Low Income",Senior
4126509,"Medium Income",Senior
13556786,"Medium Income",Adult
10080724,"High Income",Adult
1595972,"Medium Income",Senior
2934085,"Low Income",Senior
16225820,"High Income",Adult
3494308,"Low Income",Senior
2387616,"Low Income",Adult
7574754,"High Income",Adult
16037317,"High Income",Adult
14193007,"High Income",Adult
13383588,"Medium Income",Adult
13894353,"High Income",Adult
13131642,"Medium Income",Senior
3142208,"Low Income",Adult
16768421,"Medium Income",Senior
14231256,"High Income",Senior
7357193,"Low Income",Adult
5764434,"High Income",Senior
1510861,"Medium Income",Senior
